PID,SalePrice,Lot Area,Street,Alley,Lot Config,Land Slope,County,State,District_ID,Bldg Type,Overall Cond,Year Built,Year Remod/Add,Exterior,Exter Cond,Bsmt Unf SF,Total Bsmt SF,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Garage Type,Garage Cars,Open Porch SF,Enclosed Porch,Pool Area,Fence,Sale Condition
442074466,338000,17671,Pave,Grvl,Corner,Gtl,Kootenai,ID,77,1Fam,9,1882,1986,Wd Sdng,Gd,700,916,Y,916,826,1742,0,0,1,1,4,8,1,Attchd,2,169,0,0,NA,Normal
870314815,265000,5914,Pave,Grvl,Inside,Gtl,Piute,UT,76,1Fam,9,1890,1996,Wd Sdng,TA,684,684,Y,684,396,1080,0,0,1,0,3,5,0,NA,0,165,30,0,NA,Normal
594668500,265000,5914,Pave,Grvl,Inside,Gtl,Kootenai,ID,76,1Fam,9,1890,1996,Wd Sdng,TA,684,684,Y,684,396,1080,0,0,1,0,3,5,0,NA,0,165,30,0,NA,Normal
754878686,410000,9000,Pave,Grvl,Inside,Gtl,Piute,UT,76,1Fam,9,1890,2002,Wd Sdng,Gd,346,346,Y,1157,1111,2268,0,0,3,0,3,7,0,Detchd,2,108,0,0,NA,Normal
546340253,410000,9000,Pave,Grvl,Inside,Gtl,Kootenai,ID,76,1Fam,9,1890,2002,Wd Sdng,Gd,346,346,Y,1157,1111,2268,0,0,3,0,3,7,0,Detchd,2,108,0,0,NA,Normal
801179419,495000,13500,Pave,NA,Inside,Gtl,Piute,UT,78,1Fam,9,1893,2000,Wd Sdng,Ex,1237,1237,Y,1521,1254,2775,0,0,3,1,3,9,1,Detchd,2,502,0,0,NA,Normal
495686874,495000,13500,Pave,NA,Inside,Gtl,Lewis,ID,78,1Fam,9,1893,2000,Wd Sdng,Ex,1237,1237,Y,1521,1254,2775,0,0,3,1,3,9,1,Detchd,2,502,0,0,NA,Normal
724421389,318000,10800,Pave,Grvl,Inside,Gtl,Piute,UT,77,1Fam,9,1895,1999,Wd Sdng,Gd,736,736,Y,751,783,1534,0,0,1,1,3,6,0,NA,0,112,0,0,NA,Normal
572131853,318000,10800,Pave,Grvl,Inside,Gtl,Kootenai,ID,77,1Fam,9,1895,1999,Wd Sdng,Gd,736,736,Y,751,783,1534,0,0,1,1,3,6,0,NA,0,112,0,0,NA,Normal
870148105,320000,9600,Pave,Grvl,Corner,Gtl,Piute,UT,77,1Fam,9,1900,2003,Wd Sdng,Gd,930,930,N,930,636,1566,0,0,2,0,3,7,0,Detchd,1,228,246,0,NA,Abnorml
559951772,320000,9600,Pave,Grvl,Corner,Gtl,Kootenai,ID,77,1Fam,9,1900,2003,Wd Sdng,Gd,930,930,N,930,636,1566,0,0,2,0,3,7,0,Detchd,1,228,246,0,NA,Abnorml
888445203,326500,9600,Pave,Grvl,Inside,Gtl,Piute,UT,78,1Fam,8,1900,2004,Wd Sdng,TA,399,780,Y,940,476,1416,0,1,1,0,3,7,0,Detchd,2,24,0,0,NA,Normal
496740194,326500,9600,Pave,Grvl,Inside,Gtl,Lewis,ID,78,1Fam,8,1900,2004,Wd Sdng,TA,399,780,Y,940,476,1416,0,1,1,0,3,7,0,Detchd,2,24,0,0,NA,Normal
824871480,293000,8660,Pave,NA,Inside,Gtl,San Juan,UT,53,1Fam,6,1900,1993,AsbShng,TA,760,760,N,928,928,2168,0,0,2,0,5,11,0,Detchd,2,160,78,0,NA,Normal
579496069,293000,8660,Pave,NA,Inside,Gtl,Valley,ID,53,1Fam,6,1900,1993,AsbShng,TA,760,760,N,928,928,2168,0,0,2,0,5,11,0,Detchd,2,160,78,0,NA,Normal
189897106,293000,8660,Pave,NA,Inside,Gtl,Weston,WY,53,1Fam,6,1900,1993,AsbShng,TA,760,760,N,928,928,2168,0,0,2,0,5,11,0,Detchd,2,160,78,0,NA,Normal
780127517,305000,9000,Pave,NA,Corner,Gtl,Piute,UT,79,1Fam,8,1900,2006,Stucco,TA,550,680,Y,680,494,1174,0,0,1,0,2,6,1,Detchd,2,26,40,0,MnPrv,Normal
450298895,305000,9000,Pave,NA,Corner,Gtl,Madison,ID,79,1Fam,8,1900,2006,Stucco,TA,550,680,Y,680,494,1174,0,0,1,0,2,6,1,Detchd,2,26,40,0,MnPrv,Normal
831142490,310000,7630,Pave,NA,Inside,Gtl,Piute,UT,78,2fmCon,9,1900,1996,Wd Sdng,Gd,360,360,Y,1032,780,1812,0,0,2,0,4,8,1,Detchd,2,0,40,0,MnPrv,Normal
557866598,310000,7630,Pave,NA,Inside,Gtl,Lewis,ID,78,2fmCon,9,1900,1996,Wd Sdng,Gd,360,360,Y,1032,780,1812,0,0,2,0,4,8,1,Detchd,2,0,40,0,MnPrv,Normal
784686682,327500,10440,Pave,Grvl,Inside,Gtl,Piute,UT,78,1Fam,8,1904,2002,MetalSd,TA,650,650,Y,958,581,1539,0,0,2,0,3,8,1,Detchd,2,78,68,0,NA,Normal
473084267,327500,10440,Pave,Grvl,Inside,Gtl,Lewis,ID,78,1Fam,8,1904,2002,MetalSd,TA,650,650,Y,958,581,1539,0,0,2,0,3,8,1,Detchd,2,78,68,0,NA,Normal
736725873,299400,6000,Pave,Grvl,Corner,Gtl,Piute,UT,77,1Fam,9,1905,2005,MetalSd,TA,572,572,Y,884,656,1540,0,0,1,1,3,7,0,NA,0,77,0,0,NA,Normal
532161276,299400,6000,Pave,Grvl,Corner,Gtl,Kootenai,ID,77,1Fam,9,1905,2005,MetalSd,TA,572,572,Y,884,656,1540,0,0,1,1,3,7,0,NA,0,77,0,0,NA,Normal
702483412,316500,9720,Pave,Grvl,Inside,Gtl,Piute,UT,76,1Fam,7,1910,2002,MetalSd,TA,741,741,Y,780,741,1521,0,0,1,0,4,8,0,Detchd,3,0,238,0,MnPrv,Normal
594852674,316500,9720,Pave,Grvl,Inside,Gtl,Kootenai,ID,76,1Fam,7,1910,2002,MetalSd,TA,741,741,Y,780,741,1521,0,0,1,0,4,8,0,Detchd,3,0,238,0,MnPrv,Normal
852599154,337500,11414,Pave,NA,Corner,Gtl,Wayne,UT,19,1Fam,8,1910,1993,HdBoard,Gd,728,728,N,1136,883,2019,0,0,1,0,3,8,0,Detchd,2,135,0,0,GdPrv,Normal
448238699,337500,11414,Pave,NA,Corner,Gtl,Benewah,ID,19,1Fam,8,1910,1993,HdBoard,Gd,728,728,N,1136,883,2019,0,0,1,0,3,8,0,Detchd,2,135,0,0,GdPrv,Normal
213241551,337500,11414,Pave,NA,Corner,Gtl,Lincoln,WY,19,1Fam,8,1910,1993,HdBoard,Gd,728,728,N,1136,883,2019,0,0,1,0,3,8,0,Detchd,2,135,0,0,GdPrv,Normal
742841227,354900,10337,Pave,Pave,Inside,Gtl,Piute,UT,76,1Fam,9,1910,1999,VinylSd,Gd,725,725,N,909,863,1772,0,0,2,1,3,7,0,Detchd,2,0,0,0,MnPrv,Normal
414698526,354900,10337,Pave,Pave,Inside,Gtl,Kootenai,ID,76,1Fam,9,1910,1999,VinylSd,Gd,725,725,N,909,863,1772,0,0,2,1,3,7,0,Detchd,2,0,0,0,MnPrv,Normal
830173001,257500,9600,Pave,NA,Inside,Gtl,Piute,UT,77,1Fam,4,1910,1950,VinylSd,Gd,677,677,Y,833,677,1510,0,0,2,0,3,7,0,Detchd,2,0,160,0,NA,Normal
411687819,257500,9600,Pave,NA,Inside,Gtl,Kootenai,ID,77,1Fam,4,1910,1950,VinylSd,Gd,677,677,Y,833,677,1510,0,0,2,0,3,7,0,Detchd,2,0,160,0,NA,Normal
757457176,291000,11388,Pave,NA,Inside,Mod,Kane,UT,40,1Fam,7,1910,1993,VinylSd,TA,616,616,N,1055,218,1273,0,0,1,0,3,5,0,Detchd,1,0,0,0,NA,Normal
480699113,291000,11388,Pave,NA,Inside,Mod,Teton,ID,40,1Fam,7,1910,1993,VinylSd,TA,616,616,N,1055,218,1273,0,0,1,0,3,5,0,Detchd,1,0,0,0,NA,Normal
208831644,291000,11388,Pave,NA,Inside,Mod,Weston,WY,40,1Fam,7,1910,1993,VinylSd,TA,616,616,N,1055,218,1273,0,0,1,0,3,5,0,Detchd,1,0,0,0,NA,Normal
753252978,326500,7200,Pave,NA,Corner,Gtl,Piute,UT,76,1Fam,9,1910,2008,VinylSd,Gd,560,560,Y,930,760,1690,0,0,2,0,4,5,0,Detchd,2,0,112,0,NA,Normal
551944408,326500,7200,Pave,NA,Corner,Gtl,Kootenai,ID,76,1Fam,9,1910,2008,VinylSd,Gd,560,560,Y,930,760,1690,0,0,2,0,4,5,0,Detchd,2,0,112,0,NA,Normal
743532936,287000,5310,Pave,NA,Corner,Gtl,Piute,UT,79,1Fam,8,1910,2003,VinylSd,Gd,485,485,Y,1001,634,1635,0,0,1,0,2,5,0,Attchd,1,0,0,0,NA,Normal
571297982,287000,5310,Pave,NA,Corner,Gtl,Madison,ID,79,1Fam,8,1910,2003,VinylSd,Gd,485,485,Y,1001,634,1635,0,0,1,0,2,5,0,Attchd,1,0,0,0,NA,Normal
813608193,300000,15660,Pave,NA,Inside,Gtl,Piute,UT,79,1Fam,8,1910,2003,VinylSd,Gd,240,240,Y,810,496,1306,0,0,1,1,3,6,0,Detchd,2,0,0,0,MnPrv,Normal
514395736,300000,15660,Pave,NA,Inside,Gtl,Madison,ID,79,1Fam,8,1910,2003,VinylSd,Gd,240,240,Y,810,496,1306,0,0,1,1,3,6,0,Detchd,2,0,0,0,MnPrv,Normal
777502974,329900,12900,Pave,Grvl,Inside,Gtl,Piute,UT,78,1Fam,8,1912,2009,Wd Sdng,Gd,780,780,Y,780,780,1560,0,0,1,1,3,7,0,NA,0,0,168,0,NA,Normal
567851492,329900,12900,Pave,Grvl,Inside,Gtl,Lewis,ID,78,1Fam,8,1912,2009,Wd Sdng,Gd,780,780,Y,780,780,1560,0,0,1,1,3,7,0,NA,0,0,168,0,NA,Normal
770257069,260350,4280,Pave,NA,Inside,Gtl,Weber,UT,33,1Fam,6,1913,2002,WdShing,TA,75,440,N,694,0,694,0,0,1,0,2,4,1,Detchd,1,0,34,0,MnPrv,Normal
564103385,260350,4280,Pave,NA,Inside,Gtl,Gem,ID,33,1Fam,6,1913,2002,WdShing,TA,75,440,N,694,0,694,0,0,1,0,2,4,1,Detchd,1,0,34,0,MnPrv,Normal
235615410,260350,4280,Pave,NA,Inside,Gtl,Albany,WY,33,1Fam,6,1913,2002,WdShing,TA,75,440,N,694,0,694,0,0,1,0,2,4,1,Detchd,1,0,34,0,MnPrv,Normal
837942800,297000,6882,Pave,NA,Inside,Gtl,San Juan,UT,53,1Fam,7,1914,2006,Wd Sdng,TA,684,684,Y,773,582,1355,0,0,1,1,3,7,0,NA,0,0,115,0,NA,Normal
548300395,297000,6882,Pave,NA,Inside,Gtl,Valley,ID,53,1Fam,7,1914,2006,Wd Sdng,TA,684,684,Y,773,582,1355,0,0,1,1,3,7,0,NA,0,0,115,0,NA,Normal
176679693,297000,6882,Pave,NA,Inside,Gtl,Johnson,WY,53,1Fam,7,1914,2006,Wd Sdng,TA,684,684,Y,773,582,1355,0,0,1,1,3,7,0,NA,0,0,115,0,NA,Normal
894479325,312900,10410,Pave,Grvl,Inside,Gtl,Piute,UT,79,1Fam,5,1915,1950,MetalSd,TA,1313,1313,Y,1313,0,2377,0,0,2,0,3,8,1,Detchd,2,0,432,0,NA,Normal
540214544,312900,10410,Pave,Grvl,Inside,Gtl,Madison,ID,79,1Fam,5,1915,1950,MetalSd,TA,1313,1313,Y,1313,0,2377,0,0,2,0,3,8,1,Detchd,2,0,432,0,NA,Normal
805068152,332500,9144,Pave,Pave,Inside,Gtl,Wayne,UT,17,1Fam,4,1915,2004,VinylSd,Gd,810,810,Y,1170,546,1716,0,0,2,0,4,8,0,Detchd,2,195,0,0,NA,Normal
426877606,332500,9144,Pave,Pave,Inside,Gtl,Benewah,ID,17,1Fam,4,1915,2004,VinylSd,Gd,810,810,Y,1170,546,1716,0,0,2,0,4,8,0,Detchd,2,195,0,0,NA,Normal
230695566,332500,9144,Pave,Pave,Inside,Gtl,Lincoln,WY,17,1Fam,4,1915,2004,VinylSd,Gd,810,810,Y,1170,546,1716,0,0,2,0,4,8,0,Detchd,2,195,0,0,NA,Normal
777491987,309500,6000,Pave,NA,Inside,Gtl,Piute,UT,77,1Fam,7,1915,2005,Wd Sdng,TA,728,728,Y,728,728,1456,0,0,1,1,4,7,0,Detchd,1,0,248,0,NA,Normal
545914845,309500,6000,Pave,NA,Inside,Gtl,Kootenai,ID,77,1Fam,7,1915,2005,Wd Sdng,TA,728,728,Y,728,728,1456,0,0,1,1,4,7,0,Detchd,1,0,248,0,NA,Normal
755854043,293000,5775,Pave,NA,Corner,Mod,Piute,UT,77,1Fam,7,1915,2002,Wd Sdng,TA,483,483,Y,741,686,1427,0,0,1,0,3,7,0,Attchd,1,24,112,0,NA,Normal
440165733,293000,5775,Pave,NA,Corner,Mod,Kootenai,ID,77,1Fam,7,1915,2002,Wd Sdng,TA,483,483,Y,741,686,1427,0,0,1,0,3,7,0,Attchd,1,24,112,0,NA,Normal
706257517,384500,11888,Pave,Pave,Inside,Gtl,Wayne,UT,18,1Fam,6,1916,1994,Wd Sdng,TA,844,844,N,1445,689,2134,0,0,2,0,5,10,0,Detchd,2,60,268,0,NA,Normal
520252468,384500,11888,Pave,Pave,Inside,Gtl,Benewah,ID,18,1Fam,6,1916,1994,Wd Sdng,TA,844,844,N,1445,689,2134,0,0,2,0,5,10,0,Detchd,2,60,268,0,NA,Normal
107834831,384500,11888,Pave,Pave,Inside,Gtl,Lincoln,WY,18,1Fam,6,1916,1994,Wd Sdng,TA,844,844,N,1445,689,2134,0,0,2,0,5,10,0,Detchd,2,60,268,0,NA,Normal
790358237,317500,8574,Pave,NA,Inside,Gtl,Weber,UT,35,1Fam,8,1916,2000,Stucco,TA,816,816,Y,1232,0,1232,0,0,1,0,3,6,1,Detchd,2,0,180,0,NA,Normal
566860557,317500,8574,Pave,NA,Inside,Gtl,Jefferson,ID,35,1Fam,8,1916,2000,Stucco,TA,816,816,Y,1232,0,1232,0,0,1,0,3,6,1,Detchd,2,0,180,0,NA,Normal
107282446,317500,8574,Pave,NA,Inside,Gtl,Sherdan,WY,35,1Fam,8,1916,2000,Stucco,TA,816,816,Y,1232,0,1232,0,0,1,0,3,6,1,Detchd,2,0,180,0,NA,Normal
818673493,306000,8520,Pave,Grvl,Inside,Gtl,Piute,UT,77,1Fam,7,1916,1950,Stucco,Gd,0,714,N,1664,862,2526,0,0,2,0,5,10,1,Detchd,1,15,0,0,GdWo,Family
455496740,306000,8520,Pave,Grvl,Inside,Gtl,Kootenai,ID,77,1Fam,7,1916,1950,Stucco,Gd,0,714,N,1664,862,2526,0,0,2,0,5,10,1,Detchd,1,15,0,0,GdWo,Family
803123040,359950,7642,Pave,NA,Corner,Gtl,Weber,UT,34,1Fam,8,1918,1998,Wd Sdng,TA,912,912,Y,912,514,1426,0,0,1,1,3,7,1,Detchd,1,240,0,0,GdPrv,Normal
508465365,359950,7642,Pave,NA,Corner,Gtl,Gem,ID,34,1Fam,8,1918,1998,Wd Sdng,TA,912,912,Y,912,514,1426,0,0,1,1,3,7,1,Detchd,1,240,0,0,GdPrv,Normal
206588469,359950,7642,Pave,NA,Corner,Gtl,Albany,WY,34,1Fam,8,1918,1998,Wd Sdng,TA,912,912,Y,912,514,1426,0,0,1,1,3,7,1,Detchd,1,240,0,0,GdPrv,Normal
705137988,282000,25339,Pave,NA,Inside,Gtl,Duchesne,UT,80,1Fam,7,1918,2007,Wd Sdng,Gd,816,816,Y,1416,0,1416,0,0,2,0,3,7,0,Attchd,2,0,112,0,NA,Normal
543461486,282000,25339,Pave,NA,Inside,Gtl,Madison,ID,80,1Fam,7,1918,2007,Wd Sdng,Gd,816,816,Y,1416,0,1416,0,0,2,0,3,7,0,Attchd,2,0,112,0,NA,Normal
870563617,337000,9399,Pave,NA,Inside,Gtl,Weber,UT,33,1Fam,8,1919,1950,MetalSd,TA,818,818,Y,818,818,1636,0,0,1,1,4,7,1,Detchd,1,0,212,0,NA,Abnorml
457166126,337000,9399,Pave,NA,Inside,Gtl,Gem,ID,33,1Fam,8,1919,1950,MetalSd,TA,818,818,Y,818,818,1636,0,0,1,1,4,7,1,Detchd,1,0,212,0,NA,Abnorml
270353220,337000,9399,Pave,NA,Inside,Gtl,Albany,WY,33,1Fam,8,1919,1950,MetalSd,TA,818,818,Y,818,818,1636,0,0,1,1,4,7,1,Detchd,1,0,212,0,NA,Abnorml
740915636,339000,9638,Pave,NA,Inside,Gtl,Sanpete,UT,96,1Fam,7,1919,1990,Wd Sdng,TA,804,804,Y,1699,748,2447,0,0,2,0,4,10,1,Detchd,1,0,158,0,NA,Normal
470684416,339000,9638,Pave,NA,Inside,Gtl,Adams,ID,96,1Fam,7,1919,1990,Wd Sdng,TA,804,804,Y,1699,748,2447,0,0,2,0,4,10,1,Detchd,1,0,158,0,NA,Normal
736289938,242000,9000,Pave,NA,Inside,Gtl,San Juan,UT,51,1Fam,4,1919,1950,Wd Sdng,TA,610,610,N,819,0,819,0,0,1,0,2,4,0,NA,0,0,0,0,NA,Abnorml
546291200,242000,9000,Pave,NA,Inside,Gtl,Washington,ID,51,1Fam,4,1919,1950,Wd Sdng,TA,610,610,N,819,0,819,0,0,1,0,2,4,0,NA,0,0,0,0,NA,Abnorml
213204747,242000,9000,Pave,NA,Inside,Gtl,Weston,WY,51,1Fam,4,1919,1950,Wd Sdng,TA,610,610,N,819,0,819,0,0,1,0,2,4,0,NA,0,0,0,0,NA,Abnorml
811164377,290000,5400,Pave,NA,Inside,Gtl,Piute,UT,79,1Fam,6,1920,2006,Stucco,TA,931,931,Y,1027,0,1027,0,1,1,0,2,5,1,NA,0,28,0,0,NA,Normal
409275683,290000,5400,Pave,NA,Inside,Gtl,Lewis,ID,79,1Fam,6,1920,2006,Stucco,TA,931,931,Y,1027,0,1027,0,1,1,0,2,5,1,NA,0,28,0,0,NA,Normal
746455230,335000,8850,Pave,Pave,Inside,Gtl,Wayne,UT,18,1Fam,7,1920,1950,Wd Sdng,Gd,768,768,Y,752,624,1376,0,0,1,0,3,7,0,Detchd,2,54,144,0,NA,Normal
416169970,335000,8850,Pave,Pave,Inside,Gtl,Benewah,ID,18,1Fam,7,1920,1950,Wd Sdng,Gd,768,768,Y,752,624,1376,0,0,1,0,3,7,0,Detchd,2,54,144,0,NA,Normal
156114786,335000,8850,Pave,Pave,Inside,Gtl,Lincoln,WY,18,1Fam,7,1920,1950,Wd Sdng,Gd,768,768,Y,752,624,1376,0,0,1,0,3,7,0,Detchd,2,54,144,0,NA,Normal
849281027,276000,10800,Pave,Grvl,Inside,Gtl,Piute,UT,76,1Fam,7,1920,1950,Wd Sdng,TA,720,720,N,846,0,846,0,0,1,0,2,4,0,Detchd,2,0,0,0,NA,Normal
412048485,276000,10800,Pave,Grvl,Inside,Gtl,Kootenai,ID,76,1Fam,7,1920,1950,Wd Sdng,TA,720,720,N,846,0,846,0,0,1,0,2,4,0,Detchd,2,0,0,0,NA,Normal
877856155,280000,12354,Pave,Grvl,Corner,Gtl,Kane,UT,38,1Fam,8,1920,2000,Wd Sdng,TA,684,684,Y,684,512,1196,0,0,1,0,3,7,0,Detchd,2,46,0,0,GdPrv,Normal
458420698,280000,12354,Pave,Grvl,Corner,Gtl,Minidoka,ID,38,1Fam,8,1920,2000,Wd Sdng,TA,684,684,Y,684,512,1196,0,0,1,0,3,7,0,Detchd,2,46,0,0,GdPrv,Normal
171578288,280000,12354,Pave,Grvl,Corner,Gtl,Crook,WY,38,1Fam,8,1920,2000,Wd Sdng,TA,684,684,Y,684,512,1196,0,0,1,0,3,7,0,Detchd,2,46,0,0,GdPrv,Normal
706722626,379500,7793,Pave,NA,Corner,Gtl,Wayne,UT,17,1Fam,7,1922,2005,Wd Sdng,TA,634,1108,N,1160,908,2068,0,0,1,1,3,8,1,Detchd,1,0,60,0,NA,Normal
583333113,379500,7793,Pave,NA,Corner,Gtl,Bear Lake,ID,17,1Fam,7,1922,2005,Wd Sdng,TA,634,1108,N,1160,908,2068,0,0,1,1,3,8,1,Detchd,1,0,60,0,NA,Normal
295280402,379500,7793,Pave,NA,Corner,Gtl,Lincoln,WY,17,1Fam,7,1922,2005,Wd Sdng,TA,634,1108,N,1160,908,2068,0,0,1,1,3,8,1,Detchd,1,0,60,0,NA,Normal
733253128,319000,6615,Pave,NA,Inside,Gtl,Wayne,UT,19,1Fam,6,1923,1950,MetalSd,TA,1022,1022,N,1432,0,1432,0,0,1,0,3,6,1,BuiltIn,1,61,0,0,GdWo,Normal
426539577,319000,6615,Pave,NA,Inside,Gtl,Benewah,ID,19,1Fam,6,1923,1950,MetalSd,TA,1022,1022,N,1432,0,1432,0,0,1,0,3,6,1,BuiltIn,1,61,0,0,GdWo,Normal
111415653,319000,6615,Pave,NA,Inside,Gtl,Lincoln,WY,19,1Fam,6,1923,1950,MetalSd,TA,1022,1022,N,1432,0,1432,0,0,1,0,3,6,1,BuiltIn,1,61,0,0,GdWo,Normal
805441647,278000,5142,Pave,NA,Inside,Gtl,Kane,UT,39,1Fam,7,1923,2008,Wd Sdng,TA,725,949,Y,949,343,1292,0,0,1,1,3,6,0,Detchd,1,0,183,0,NA,Normal
460887086,278000,5142,Pave,NA,Inside,Gtl,Payette,ID,39,1Fam,7,1923,2008,Wd Sdng,TA,725,949,Y,949,343,1292,0,0,1,1,3,6,0,Detchd,1,0,183,0,NA,Normal
158854315,278000,5142,Pave,NA,Inside,Gtl,Fremont,WY,39,1Fam,7,1923,2008,Wd Sdng,TA,725,949,Y,949,343,1292,0,0,1,1,3,6,0,Detchd,1,0,183,0,NA,Normal
706371071,320909,9060,Pave,NA,Inside,Gtl,San Juan,UT,50,1Fam,6,1923,1999,Wd Sdng,TA,311,859,Y,942,886,1828,0,0,2,0,3,6,0,Detchd,,0,212,0,MnPrv,Alloca
407413862,320909,9060,Pave,NA,Inside,Gtl,Washington,ID,50,1Fam,6,1923,1999,Wd Sdng,TA,311,859,Y,942,886,1828,0,0,2,0,3,6,0,Detchd,,0,212,0,MnPrv,Alloca
278527292,320909,9060,Pave,NA,Inside,Gtl,Weston,WY,50,1Fam,6,1923,1999,Wd Sdng,TA,311,859,Y,942,886,1828,0,0,2,0,3,6,0,Detchd,,0,212,0,MnPrv,Alloca
830070620,377000,13053,Pave,Pave,Inside,Gtl,Wayne,UT,17,1Fam,7,1923,2000,Wd Sdng,TA,833,833,Y,1053,795,1848,0,0,1,1,4,8,1,Detchd,2,0,220,0,NA,Normal
539172573,377000,13053,Pave,Pave,Inside,Gtl,Benewah,ID,17,1Fam,7,1923,2000,Wd Sdng,TA,833,833,Y,1053,795,1848,0,0,1,1,4,8,1,Detchd,2,0,220,0,NA,Normal
286302318,377000,13053,Pave,Pave,Inside,Gtl,Lincoln,WY,17,1Fam,7,1923,2000,Wd Sdng,TA,833,833,Y,1053,795,1848,0,0,1,1,4,8,1,Detchd,2,0,220,0,NA,Normal
753281777,335000,10592,Pave,NA,Inside,Gtl,Weber,UT,35,1Fam,7,1923,1996,Wd Sdng,Gd,602,602,Y,900,602,1502,0,0,1,1,3,7,2,Detchd,1,0,165,0,NA,Normal
424494983,335000,10592,Pave,NA,Inside,Gtl,Jefferson,ID,35,1Fam,7,1923,1996,Wd Sdng,Gd,602,602,Y,900,602,1502,0,0,1,1,3,7,2,Detchd,1,0,165,0,NA,Normal
274802964,335000,10592,Pave,NA,Inside,Gtl,Sherdan,WY,35,1Fam,7,1923,1996,Wd Sdng,Gd,602,602,Y,900,602,1502,0,0,1,1,3,7,2,Detchd,1,0,165,0,NA,Normal
765107249,297000,5000,Pave,Pave,Inside,Gtl,Sanpete,UT,96,1Fam,6,1924,1950,BrkFace,TA,808,1026,Y,1026,665,1691,0,0,2,0,3,6,1,Detchd,1,0,242,0,NA,Normal
518594996,297000,5000,Pave,Pave,Inside,Gtl,Adams,ID,96,1Fam,6,1924,1950,BrkFace,TA,808,1026,Y,1026,665,1691,0,0,2,0,3,6,1,Detchd,1,0,242,0,NA,Normal
859487838,309000,6000,Pave,NA,Inside,Gtl,Piute,UT,79,1Fam,7,1924,1950,MetalSd,Gd,816,816,Y,816,750,1566,0,0,1,1,5,7,0,Detchd,2,0,296,0,MnPrv,Normal
425811936,309000,6000,Pave,NA,Inside,Gtl,Madison,ID,79,1Fam,7,1924,1950,MetalSd,Gd,816,816,Y,816,750,1566,0,0,1,1,5,7,0,Detchd,2,0,296,0,MnPrv,Normal
756618559,279500,9022,Pave,NA,Inside,Gtl,Piute,UT,78,1Fam,8,1924,2006,VinylSd,TA,768,768,Y,792,0,792,0,0,1,0,2,5,0,Detchd,1,0,120,0,NA,Normal
530474258,279500,9022,Pave,NA,Inside,Gtl,Lewis,ID,78,1Fam,8,1924,2006,VinylSd,TA,768,768,Y,792,0,792,0,0,1,0,2,5,0,Detchd,1,0,120,0,NA,Normal
777339648,280500,6000,Pave,NA,Inside,Gtl,Piute,UT,77,1Fam,6,1925,1980,MetalSd,Gd,706,1103,Y,1103,0,1103,0,0,1,0,2,5,1,Detchd,2,120,0,0,MnPrv,Normal
561336429,280500,6000,Pave,NA,Inside,Gtl,Lewis,ID,77,1Fam,6,1925,1980,MetalSd,Gd,706,1103,Y,1103,0,1103,0,0,1,0,2,5,1,Detchd,2,120,0,0,MnPrv,Normal
872389916,307450,6171,Pave,NA,Inside,Gtl,Sanpete,UT,97,1Fam,6,1925,1990,WdShing,TA,712,976,Y,1160,448,1608,0,0,2,1,3,7,1,Detchd,1,16,0,0,MnPrv,Normal
509392269,307450,6171,Pave,NA,Inside,Gtl,Adams,ID,97,1Fam,6,1925,1990,WdShing,TA,712,976,Y,1160,448,1608,0,0,2,1,3,7,1,Detchd,1,16,0,0,MnPrv,Normal
736323518,295000,9600,Pave,Grvl,Inside,Gtl,Piute,UT,79,1Fam,8,1925,1994,VinylSd,TA,702,702,Y,842,630,1472,0,0,1,0,3,6,0,Detchd,1,0,84,0,GdWo,Normal
598446610,295000,9600,Pave,Grvl,Inside,Gtl,Madison,ID,79,1Fam,8,1925,1994,VinylSd,TA,702,702,Y,842,630,1472,0,0,1,0,3,6,0,Detchd,1,0,84,0,GdWo,Normal
709638456,331000,5100,Pave,Grvl,Inside,Gtl,Piute,UT,77,1Fam,7,1925,1996,Stucco,Gd,588,588,Y,833,833,1666,0,0,1,0,3,7,1,Detchd,1,63,0,0,MnPrv,Normal
415116384,331000,5100,Pave,Grvl,Inside,Gtl,Kootenai,ID,77,1Fam,7,1925,1996,Stucco,Gd,588,588,Y,833,833,1666,0,0,1,0,3,7,1,Detchd,1,63,0,0,MnPrv,Normal
878275608,404000,10918,Pave,NA,Inside,Gtl,Weber,UT,37,1Fam,9,1926,2004,MetalSd,TA,1276,1276,Y,1276,804,2080,0,0,1,1,3,9,2,Detchd,1,0,145,0,MnPrv,Normal
599855642,404000,10918,Pave,NA,Inside,Gtl,Jefferson,ID,37,1Fam,9,1926,2004,MetalSd,TA,1276,1276,Y,1276,804,2080,0,0,1,1,3,9,2,Detchd,1,0,145,0,MnPrv,Normal
278358076,404000,10918,Pave,NA,Inside,Gtl,Sherdan,WY,37,1Fam,9,1926,2004,MetalSd,TA,1276,1276,Y,1276,804,2080,0,0,1,1,3,9,2,Detchd,1,0,145,0,MnPrv,Normal
856120793,322000,5400,Pave,Pave,Corner,Gtl,Piute,UT,79,1Fam,7,1926,2004,MetalSd,Gd,779,1149,Y,1149,467,1616,0,0,2,0,3,5,0,Detchd,1,0,183,0,NA,Normal
